index,sentiment,text
1725,positive,"For the full 2010 the company expects its net sales and operating result to improve from the previous year , saying that a positive operating result and its amount will depend on the order intake by the end of the summer ."
4347,neutral,"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 ."
1678,neutral,To raise consumer awareness and encourage people to recycle their old mobile devices Nokia runs regular recycling campaigns around the world .
1822,neutral,"With Aldata , we can help retailers ensure that their merchandising and selections reflect customer demand and their evolving shopping behavior . ''"
4753,negative,"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 ."
633,neutral,"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio ."
3170,neutral,The bridge will be built to the south of the existing bridge spanning the strait .
2677,neutral,"The sale will be finalized in September or October , the company said ."
4119,neutral,"It would be premature to talk about dates , volume and the investment procedure , '' he said ."
1964,neutral,The total amount of subscription prices was recorded in the fund for invested non-restricted equity .
1339,neutral,Sponda plans to renovate old real estate and develop new property .
4037,negative,"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 ."
3670,neutral,M+Ækel+Æ is demanding a new Board for the company as well as discussions on the merger of Alma media and media company Talentum .
301,positive,The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .
2393,neutral,"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation ."
4454,negative,"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project ."
1817,neutral,"The company 's objective is to offer the best people flow experience by developing and delivering solutions that enable people to move smoothly , safely , comfortably and without waiting in buildings in an increasingly urbanizing environment ."
2642,neutral,"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April ."
3677,neutral,"Most of the growth in beer consumption took place in the Far East , Latin America and Africa ."
1993,positive,The layoffs were aimed at reaching an annual savings target of 1.5 billion euros $ 2 billion by the end of 2010 .
310,positive,"We also strengthen our existing partnership with Cybercom '' , says Teleste CTO Esko Myllyla ."
2783,neutral,"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options ."
2235,positive,The long-term contract is global .
1322,positive,Ramirent is a leading company in machinery and equipment rentals for construction and industry .
4079,positive,Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .
3675,neutral,"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights ."
3569,neutral,Deliveries will start in the second half of 2007 and the start-up of the mill is scheduled for 2008 .
4824,negative,"As a result of these transactions , the aggregate holdings of Burrill Life Sciences Capital Fund , L.P. has decreased below 5 per cent of the total number of shares and votes of the Company ."
4641,negative,"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 ."
2564,neutral,Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .
4758,negative,"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn ."
4294,neutral,"`` Soon after , the collisions started . ''"
1588,positive,"Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE ."
2342,neutral,"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents ."
1753,positive,Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .
1096,neutral,"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam ."
904,positive,The Group 's cash flow from operations will be positive .
642,positive,8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .
4421,negative,Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .
4237,neutral,"Some 250 people , of whom more than 200 are workers , will be retiring from the Raahe Works between 2008 and 2011 ."
4022,negative,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .
4361,neutral,These restrictions do not apply to statutory dividends .
2887,neutral,Feed companies Suomen Rehu and Raisio do no import GMO feed .
2430,neutral,COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited
593,neutral,"Ponsse plans to create a network that is based on strong partnership , and participates in the production of larger entities than presently ."
3251,neutral,The Finnish paints company acquired the remaining 49 pct that it did not own from Ukraine 's LGU for an undisclosed sum .
2563,neutral,"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel ."
260,positive,Orders received grew by 55 % year-on-year to EUR732m .
2880,neutral,"Elsewhere , the tendency is towards more developed packaging than before ."
3400,neutral,The value of the orders is over EUR 25mn .
3736,neutral,"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia ."
4434,negative,Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .
1966,neutral,"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year ."
3818,neutral,"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said ."
4775,positive,"The apartment block will be well-located , in easy reach of the city center and close to both a school and kindergarten ."
3348,neutral,The sale of the food potato business is part of Raisio 's plan to streamline and clarify its business operations .
4680,negative,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .
3239,neutral,The energy shot is packed in a 100-millilitre bag with a screw cap .
2416,neutral,Autotank Group is part of Aspo 's Systems Division .
2801,neutral,An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .
4815,negative,"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales ."
1570,negative,"On the other hand , Finnish sawmills ' production has decreased even more ."
2653,neutral,"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree ."
4375,negative,"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 ."
1840,neutral,"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector ."
1247,neutral,"In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management ."
2001,positive,A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .
2468,neutral,Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .
2408,neutral,"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt ."
2668,neutral,"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue ."
4056,negative,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering ."
986,positive,The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .
2082,positive,Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .
2738,neutral,"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A ."
2632,neutral,The first group of customers to be trained will be paint-shop owners and their assistants .
3365,neutral,The size of a cider bottle will remain unchanged .
2424,neutral,"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value ."
101,positive,Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .
3993,negative,Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .
2043,neutral,"The decision of Tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company ."
1486,neutral,18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .
594,positive,The bank sees a potential for Getinge share to rise .
3587,neutral,"Finnish Neste Oil that was previously on the list , has fallen off the list completely ."
946,positive,"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 ."
1901,neutral,"It includes the company 's new , highly powerful , compact and scalable Flexi Multiradio 10 Base Station ."
1258,neutral,It has several innovative small molecule and biological drug candidates at different stages of clinical development .
1683,neutral,"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow ."
3754,neutral,"Technopolis has set aside a plot of land measuring 4.6 hectares to build the park , Mikkonen said ."
2158,neutral,Net sales are expected to remain on the same level as in 2007 .
1455,neutral,Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .
506,neutral,"The acquisition is part of Suomen Helasto 's strategy to expand the LukkoExpert Security chain , Suomen Helasto CEO Kimmo Uusimaki said ."
1453,neutral,We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .
3782,neutral,The combined capital of these funds is expected to be EUR 100mn-150mn .
1205,positive,"Demand seems to have hit bottom now , and some signs of improvement can be seen ."
4136,negative,The number of bodily injury cases quadrupled in 2000-2006 .
2109,positive,"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year ."
1175,neutral,An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .
4648,negative,Finnish Bank of +_land reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .
3770,neutral,"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage ."
1251,neutral,"In Switzerland , Teleste have been an established supplier of products for a long time and its primary customers include cable and fiber-to-the-home ( FTTH ) operators ."
46,positive,The agreement strengthens our long-term partnership with Nokia Siemens Networks .
3615,neutral,"In 2007 , Etteplan had turnover of EUR125 .2 m."
3164,neutral,The arrangements do not apply to the group 's units outside Finland .
3646,neutral,"It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark ."
2567,neutral,"SSH Communications Security Corporation is headquartered in Helsinki , Finland ."
3385,neutral,"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority ."
3978,neutral,"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn ."
147,positive,Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .
2968,neutral,"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 ."
2572,neutral,"Stora Enso , a global paper , packaging and wood products company , and Neste Oil , a Finnish company engaged in the refining and marketing of oil , have inaugurated the demonstration plant at Varkaus , Finland for biomass to liquids production utilizing forestry residues ."
3785,neutral,"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members ."
4482,neutral,"In addition , a good biological durability is achieved . ''"
2073,positive,"H+_kan Dahlstr+¦m , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 ."
1786,positive,"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened ."
2084,neutral,"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 10,500 people ."
4024,negative,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 ."
4521,neutral,`` Our research shows that access to information technology has been one of the limiting factors for most small businesses especially when they work in a heterogenous network based environment .
1145,positive,"Finnish GeoSentric , a developer and provider of solutions , products , and technologies for location based services , has preliminary agreed on a EUR 6mn short-term funding with its leading investor ."
2241,positive,The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .
4544,neutral,"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility ."
2190,positive,"SOUTHFIELD , Mich. -- Central Corporate Credit Union will again distribute patronage dividends to members by waiving all service fees incurred during the months of July and November 2008 , to the tune of an estimated $ 1 million ."
312,positive,"With the acquisition , the company will expand its offering to North , Central and South America , it said ."
3807,neutral,"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner ."
2410,negative,"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 ."
4442,negative,"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers ."
1192,neutral,Central Europe is an important market area for Honka .
3731,neutral,Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .
3484,neutral,`` These developments partly reflect the government 's higher activity in the field of dividend policy . ''
1369,positive,"The competition was received with great enthusiasm by the employees , he goes on ."
4510,neutral,"The other actions include the cutting of the expensive weekend shifts , the freezing of the production bonus system and by a general cost-cutting program ."
2014,neutral,"For 2009 , Incap expects revenue of some EUR 70 million ."
1557,neutral,"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources ."
152,positive,"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively ."
3000,positive,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .
4330,neutral,"Motorola , the world 's second-largest maker of cell phones , unveiled the new phone Tuesday in a bid to resurrect its ailing handset business ."
1611,neutral,"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below ."
3836,neutral,The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .
1381,neutral,"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards ."
3121,neutral,"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy ."
1639,neutral,"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 ."
2090,neutral,Delhaize Le Lion has selected the Aldata G.O.L.D. Vocal PDA solution on the Motorola WT4090 PDA terminal .
407,neutral,"The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies ."
2053,positive,"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year ."
55,positive,Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .
3379,neutral,"The total size of the complex is around 25,000 m2 and the project will be constructed in stages ."
1677,neutral,"To achieve synergy targets related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance activities currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina ."
987,positive,The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .
1067,positive,Other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans .
1375,positive,The effect of the savings will be noticeable as of the beginning of 2010 .
2559,neutral,Saunalahti is a part of the Elisa group .
1304,neutral,Other shareholder entitlements became effective today .
4748,negative,"Operating profit decreased to nearly EUR 1.7 mn , however ."
1335,neutral,"She will succeed Krister Kylas , who has decided to leave TeliaSonera ."
4553,negative,"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year ."
2674,neutral,The restructuring measures will not affect the production of packaging printing material .
1665,neutral,The uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals . ''
255,positive,"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 ."
1279,neutral,"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry ."
3899,neutral,The retail chain launched in 2007 does not correspond to profit and sales forecasts of the company .
2147,positive,"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) ."
2941,neutral,"If needed , she provides also further information on ferry connections and hotels ."
1801,neutral,According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .
3859,neutral,"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million ."
915,neutral,"To choose BasWare as the tools for our Financial Service seemed like a natural continuation of our cooperation '' , says Tommi Leskinen , Financial Applications Manager , Neste Oil Corporation ."
4678,negative,"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 ."
2521,neutral,No financial details were disclosed .
3916,neutral,The total emissions reduction from 1999 to 2017 will be thus 41 % .
3033,positive,"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago ."
335,positive,"GeoSentric Oyj s GeoSolutions Business Unit GyPSii , the mobile digital lifestyle application and geo-mobility social networking platform , has signed an agreement with Nanjing MyNet to make the GyPSii mobile social networking platform available to customers of China Mobile ."
551,positive,"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M ."
4005,negative,"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 ."
2114,neutral,In 2005 the bank posted a net profit of Lt 8.2 mn .
1716,positive,EuroChem Head of Corporate Finance Alexander Gavrilov said : `` I am pleased that we have once again confirmed that EuroChem is able to attract long-term funds at attractive rates .
1942,neutral,"Marimekko makes all sorts of colorful little impulse buys `` umbrellas , baby bibs , change purses `` and they 're all for sale , the better to take advantage of shoppers who ca n't commit to furniture but want a piece of the action ."
3391,neutral,The value of the order is EUR 2.5 mn .
2029,positive,Net sales revenue per passenger is expected to increase .
718,positive,"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 ."
3529,neutral,Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .
3554,neutral,Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .
140,positive,"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months ."
1880,neutral,"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds ."
1097,neutral,"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta ."
1029,neutral,"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team ."
3130,neutral,Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .
2935,neutral,Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .
2918,neutral,"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities ."
4659,negative,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 ."
583,positive,"`` Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , '' Kallioranta adds ."
1841,positive,"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat ."
91,positive,"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas ."
930,positive,`` We are pleased to deliver the Basware Invoice Automation solution to a major retail company in the US .
4068,negative,"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn ."
3448,neutral,"Water Treatment Products In Australia Today , Global Research & Data Services is going to publish a market analysis about the market for chemical water treatment products in Australia ."
3167,neutral,The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .
1628,positive,The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .
102,positive,Clothing chain Sepp+Æl+Æ 's net sales increased by 7.0 % to EUR 30.8 mn .
1866,neutral,The Engines in Asia-Pacific industry profile is an essential resource for top-level data and analysis covering the engines industry .
3295,neutral,The new name of the Sanoma Division will be Sanoma News .
1884,neutral,`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .
4374,negative,"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition ."
1416,neutral,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. ."
1155,neutral,"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports ."
2326,neutral,"Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore ."
2144,positive,"Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker ."
2233,neutral,The insurance division turned a EUR120m profit .
2704,neutral,We offer our customers solutions based on renewable raw materials .
208,positive,"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share ."
1193,neutral,cents Recognize potential partnerships and suppliers .
3520,neutral,"ALEXANDRIA , Va. , Nov. 5 -- Risto Kontturi of Rajamaki , Finland , and Jari Ylinen of Hyvinkaa , Finland , have developed an automated transportation system with a user-controlled transport selection ."
4800,negative,`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . ''
724,positive,The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .
1007,neutral,"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services ."
19,positive,"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 ."
3198,neutral,The company 's board of directors would propose a dividend of EUR0 .15 per share for 2005 .
2516,neutral,"Nastola , axe 14 jobs 16 February 2010 - Finnish wood products technology firm Raute Oyj HEL : RUTAV said today that it will transfer to Nastola , southern Finland , the production of its Jyvaskyla plant , which will affect 14 people ."
1316,positive,Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care .
54,positive,"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % ."
3261,neutral,The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .
1859,neutral,Panostaja is a financially secure Finnish multi-field corporation that creates healthy companies and company entities .
2295,positive,"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year ."
1088,neutral,"The Daily Graphic newspaper , in October , reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post , which has offices across the country , to offer financial services to the unbanked and under-banked in the country ."
4084,neutral,"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+Æki Oyj 's CEO Jukka Moisio ."
4190,negative,"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy ."
4343,negative,"The dollar fell , though , against the pound and the yen ."
2313,positive,The optimization of the steel components heating process will reduce the energy consumption .
1537,neutral,"In Finland , Martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance ."
4766,negative,The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .
3185,neutral,The company distributes Hiab 's products as well as other products .
3915,neutral,The total capacity of the factory will be approximately 100 engines a year .
750,positive,"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn ."
3426,neutral,"Through the new production lines at the Novator mill in Veliky Ustjug , Vologda Oblast , Sveza will change its current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market ."
1126,neutral,"`` Every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium , at production cost , '' a letter of intent said ."
2130,positive,Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .
2170,positive,"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 ."
4273,neutral,"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day ."
4700,negative,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .
2037,neutral,"The Board of Directors proposes to the Shareholders ' Meeting on 18 March 2010 that the company would pay dividend for the financial year January 1 - December 31 , 2009 , EUR 0.02 per share ."
2979,neutral,"It is also set to launch a messaging service in the next few days , which would enable users to access their e-mail accounts on MS Exchange ."
4069,negative,Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .
1350,neutral,The adjustment measures will be carried out in phases to secure the delivery capability .
2482,neutral,"In addition a reduction of nine persons will be made through pension or other arrangements , the company added ."
1568,neutral,Nokian Tyres ' tyres are considered genuine winter tyres in Russia .
3738,neutral,RSA 's shares closed at 156.9 p at the time of going to press .
3440,neutral,Union and company officials did not return calls yesterday .
1345,neutral,Symphony Services provides development services for Aldata GOLD .
3722,neutral,Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .
3624,neutral,"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets ."
1558,neutral,"LONDON ICIS -- Tikkurila has completed the sale of its powder coatings business to Finnish industrial coatings firm Teknos Group , the Finland-based decorative paints company said on Wednesday ."
2737,neutral,A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .
1146,positive,Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .
